rank,word,definition,level
9006,spokesperson,发言人，代言人，辩护士,4
9007,differential,"差别的,特意的,[数]微分的,[机，物]差动的,[数]微分,差别,工资级差,[机]差动器",4
9008,observatory,"天文台,气象台,瞭望台",4
9009,mundane,"平凡的,宇宙的,寻常的,世俗的",4
9010,wreckage,"（坠毁物）残片，碎片，残骸,折断,失事",4
9011,liberalization,"自由主义化，使宽大,自由化",4
9012,raspberry,"悬钩子（树），覆盆子,木莓（树）,呸声，嘘声,[色彩] 紫红色",4
9013,prudent,"小心的，慎重的,精明的，节俭的,顾虑周到的，稳健的,世故的，精明的",4
9014,celestial,"天的，天空的,天人，神仙,（指封建时代的）中国人，天朝之人",4
9016,lest,"唯恐,以免,惟恐,生怕",4
9017,unanimous,"全体一致的,一致同意的，无异议的",4
9018,flute,"长笛，长笛吹奏者,细长香槟杯,（柱上的）凹槽,（女服的）管状裙褶,吹长笛，发笛声,用长笛吹，用长笛般的声音歌唱,在…上刻凹槽",4
9019,inner-city,"[]  [],（居民拥挤，住屋破旧的）市中心平民区,市中心的",4
9020,tavern,"小旅馆，客栈,酒馆",4
9022,continuation,"继续，连续，持续,延续，续篇，（线路等的）延长，延长部分,连接短裤的帮腿,（报刊等的）续刊、增刊",4
9023,barracks,"兵营，营房，简陋或难看的房屋,营房( barrack的名词复数 ),兵营,（临时性的）棚屋,外观简陋划一的房屋,向…提供营房（或棚屋）( barrack的第三人称单数 ),使住入营房（或棚屋）,大叫,喝倒彩起哄",4
9024,assassin,暗杀者，刺客,4
9025,nipple,"乳头,<美>（奶品的）橡皮奶头,（枪炮的）火门,[机]喷灯喷嘴，螺纹接套",4
9027,cedar,"雪松,西洋杉,香椿,香柏",4
9028,smear,"涂沫，敷,弄脏,污蔑，诋毁,〈俚〉彻底击败，摧毁,污迹，污点,黏稠物,（显微镜的）涂片,诽谤，诋毁,被弄脏，变脏",4
9029,dangerously,危险地，可能引起危险地,4
9030,all-purpose,"通用的，多用途的,万能",4
9031,intellect,"智力，理解力,有才智的人,知识分子",4
9032,popcorn,"爆米花,保护物品的小片：大量用于包装及运输中保护物品的一种小片，如聚苯乙烯,淡黄色",4
9034,beginner,"新手，初学者,创立人，鼻祖,初学者的好运气（或意外成功）",4
9035,flex,"弯曲（关节）,收缩（肌肉）,显示力量,弯曲,[电]花线",4
9037,etch,"蚀刻，浸蚀,刻划，描述,铭刻在心里/记忆里/脑海里,铭记,腐蚀剂",4
9038,nightly,每夜（的），夜夜（的）,4
9040,persecution,"迫害或受迫害，烦扰,苛求，困扰",4
9041,first-time,"[]  [],初次的",4
9042,worthless,"无价值的，不值钱的,卑微的,不足取的，不足道的,不足轻重",4
9043,preoccupied,"全神贯注的，入神的,被抢先占有的,心事重重的,占据（某人）思想，使对…全神贯注，使专心于( preoccupy的过去式)",4
9044,inspired,"有创造力的,品质优秀的,有雄心壮志的,（与名词、形容词以及副词构成形容词）受…影响的,鼓舞( inspire的过去式和过去分词 ),激励,赋予某人灵感,启迪",4
9045,rake,"耙子,放荡的男人，舞台等的倾斜度，,搜索,以耙子耙平（泥土等）,用耙子把…耙在一起,（翻阅旧记录、文件等以）搜寻事实等",4
9046,outright,"完全地,彻底地,坦率地，不客气地,即刻，马上,完全的，彻底的,直率的,明白的,总共的",4
9047,quotation,"引用，引证,[商业]行情，行市,行市表，估价单,引用语",4
9048,assassinate,"暗杀，行刺,中伤,诋毁",4
9049,chestnut,"栗子,栗色,栗树,栗色马,栗色的",4
9050,cilantro,芫荽叶,4
9051,plumbing,"水管装置,水暖工的工作,管道工程,用铅锤测量（plumb的现在分词）,探究",4
9053,perennial,"终年的，长久的,多年生的,不断生长的,四季不断的,多年生植物,长期存在的",4
9054,tremendously,"极大地,极端地,极其,非常",4
9055,longevity,"长寿,寿命,长期供职",4
9056,overlap,"重叠部分,覆盖物，涂盖层,[数]交叠，相交,重叠,与…部分相同,互搭，重叠,部分相同,[数]有与…共同的某物",4
9057,muse,"默想,沉思,冥想,谨慎地考虑,谨慎地说",4
9058,inflate,"使充气（于轮胎、气球等）,（使）膨胀,（使）通货膨胀,物价上涨",4
9059,stunned,"[]  [],击晕( stun的过去式和过去分词 ),使大吃一惊,给（某人）以深刻印象,使深深感动",4
9060,infuse,"灌输，加入（一种特性）,使充满,浸渍,鼓舞，激发,沏（茶），泡（草药）",4
9061,trickle,"滴,细细地流,使淌下,慢慢地移动,涓流,细流,稀稀疏疏缓慢来往的东西",4
9062,variant,"（词等的）变体，（字音的）转讹,[生]变种，变异体,变形，变量，转化,[统]变式,不同的，相异的，不一致的,多样的,变异的,易变的，不定的",4
9063,kinship,"亲属关系,（因起源或态度相似而产生的）亲切感",4
9064,anomaly,"异常，反常,不规则,畸形人（物）,异常现象",4
9065,intellectually,"[]  [],知性上，智力上",4
9066,mogul,"有权势的人，大人物,〈美〉富豪，贵族,小〉富豪，贵族坡，雪坡,蒙兀儿人",4
9067,windy,"有风的,腹胀的,吹牛的,空谈的",4
9068,handler,"处理者，管理者,（动物）驯化者,[自]（信息）处理机,拳击教练",4
9070,obsolete,"废弃的,老式的，已过时的,[生]已废退的,废词,被废弃的事物,淘汰,废弃",4
9071,greatness,"伟大,崇高,著名,大",4
9072,culprit,"犯人，罪犯,肇事者，被告人",4
9073,in-depth,深入的，彻底的,4
9074,differing,"[]  [],不同，有异( differ的现在分词 ),持异议",4
9075,zip,"拉链,精力，活力,尖啸声,一种程序压缩格式,给予…速度,用拉链拉上或扣上,尖啸而过,（使沿某方向）快速移动",4
9076,bankrupt,"破产的，倒闭的,完全缺乏的,（名誉）扫地的，（智力等）完全丧失的,垮了的，枯竭的,破产者,无力偿还债务者,丧失（名誉，智力等）的人,使破产，使枯竭，使极端贫困",4
9077,insignificant,"不重要的,微小的,毫无意义的,不足道",4
9078,high-risk,高危险度的，充满危险的,4
9079,jointly,"共同地，联合地，连带地,旅",4
9080,causal,具有因果关系的，构成原因的,4
9081,recycled,"[]  [],回收利用( recycle的过去式和过去分词 ),再利用,再次应用,重新使用（概念、方法、玩笑等）",4
9082,overtake,"追上，赶上,压倒,（不愉快的事）突然降临",4
9084,coping,"顶部，顶盖，墙的顶部,成功地应付，对付( cope的现在分词 )",4
9085,wonderfully,"精彩地,极好地,惊人地,奇妙地",4
9086,cache,"藏物处,隐藏处,藏匿的珍宝,<电脑>快速缓冲贮存区,贮藏,躲藏",4
9087,watcher,观看的人，观察的人,4
9088,cross-country,"越野的,横越全国的,越野赛跑",4
9089,arbitration,仲裁，公断,4
9090,introductory,"引导的，介绍的，导言的,开端的,序",4
9091,bunk,"（车、船等的）铺位,睡觉处，卧处,牲口食槽,空话，废话,睡在铺上,合铺，合住,为…提供铺位",4
9092,sweaty,"浑身出汗的,汗臭的,吃力的,汗似的",4
9093,bedside,"床边，床侧,床旁的,关于病人的，临床的",4
9094,excavation,"挖掘,开凿,开凿的洞穴（或山路等）,（发掘出来的）古迹",4
9096,greedy,"贪吃的,贪心的,贪婪的,渴望的",4
9097,salvage,"海上营救,抢救出的财产,救援费,经加工后重新利用的废物,（从火灾、海难等中）抢救（某物）,回收利用（某物）",4
9098,sequel,"继续,续集，续篇,结局，后果,余波",4
9100,disparate,"完全不同的,从根本上种类有区分或不同的",4
9103,wail,"哭叫，哀号,痛哭，哭声",4
9104,surrogate,"代理，代表,代用品，代替，代孕者，[心]代用人物,〈美〉遗嘱检验法庭[法官],代理的,代理，替代",4
9105,disadvantaged,"贫穷的，处于不利地位的,社会地位低下的,不利条件,使处于不利地位(disadvantage的过去式和过去分词)",4
9107,punitive,"处罚的，惩罚性的,令人受苦的",4
9108,storytelling,"讲故事,书,写小说",4
9109,blender,掺和器，搅拌机,4
9110,helper,"助手，帮手,起救助作用的东西",4
9111,yearly,"每年的，一年一度的,一年间的,每年，一年一度,在那一年间,年利,年鉴",4
9112,misconduct,"行为不正，不规矩,处理不当,（尤指官吏等的）胡作非为，渎职,处理…失当,不规矩",4
9113,shepherd,"牧羊人，羊倌,牧师,指导者,带领，引导,牧（羊），放牧,照看",4
9114,scissors,"剪刀,两腿前后错跃,剪开( scissor的第三人称单数),作剪式移动（尤指腿）",4
9116,anecdote,"趣闻，轶事,[复数]秘史",4
9117,sophistication,"老练，精明,强词夺理，诡辩,伪品，掺杂品,有教养",4
9118,token,"代币,象征,记号,作为对某事的保证的,象征性的,作为标志的,预兆：预示或象征，预兆",4
9119,admittedly,公认地,4
9120,co-op,"<俚>消费合作社,合作公寓,屋主没有产权,合作公寓是美国城市中低收入居民最主要的居住方式",4
9121,negotiating,"谈判,谈判，协商，议定( negotiate的现在分词 ),兑现（支票等）,通过，越过（险要路段）",4
9123,soybean,大豆，黄豆,4
9124,dismissal,"解雇，免职,撤退,解雇通知,[法]驳回，拒绝受理",4
9125,autograph,"亲笔签名,亲笔稿,手稿,真迹石版复制品,在…上亲笔签名,亲笔书写,亲笔签字,用石版术复制,亲笔的,自署的",4
9126,plywood,胶合板，合板，夹板,4
9127,apparel,"（商店出售的）衣服,外观，外表,覆盖物,给…穿衣服（尤指华丽或特殊的服装）",4
9129,contentious,"引起争论的，有争论的,爱争论的,爱议论的,矫情",4
9130,accomplished,"才华高的,技艺高超的,熟练的",4
9131,frail,"脆弱的，虚弱的,意志薄弱的，不坚定的,易损的，易碎的,<美俚>少女，少妇,灯心草篓",4
9132,trumpet,"喇叭,小号,[乐]音栓,喇叭似的声音,大声说出或宣告,吹喇叭，吹小号,发出回声",4
9133,entree,"<法>入场权,<美>主菜",4
9136,orchestrate,"把（乐曲）编成管弦乐,和谐地安排,精心策划",4
9137,rash,"鲁莽的，轻率的,性急的,不顾后果的,（皮）疹,爆发,同时大量出现的事件",4
9138,disgusting,"令人作呕的,令人厌恶的,不堪入目",4
9140,universally,"普遍地,一般地,人人,处处",4
9142,participating,参加，参与( participate的现在分词 ),4
9143,jack,"千斤顶,[信]插孔，插座,男人,纸牌中的J,提高，增加,用千斤顶顶起,抬起,抬起，使想起,<美>用篝灯打猎（或捕鱼）",4
9145,hone,"用磨刀石磨,磨孔放大,磨刀石",4
9146,gunshot,"枪炮射击，枪炮声,枪炮的射程",4
9147,congestion,"拥挤，堵车,阻塞,充血,（人口）过剩，稠密",4
9148,verb,"动词,动词结构",4
9149,continental,"大陆的，大陆性的，欧洲大陆的,〈美〉（独立战争时）美洲殖民地的,欧洲大陆人,〈美〉（独立战争中的）美国兵[纸币],〈美俚〉（起源于英国的）欧洲大陆发式",4
9150,sever,"分离或分开,切制,分离：断决（例如，关系）,切开：切开或打开,分开：相互分开或分离",4
9151,indispensable,"不可缺少的,绝对必要的,责无旁贷的,不可避开的,不可缺少的人或物",4
9153,cocoa,"可可，可可粉,可可饮料,深褐色",4
9154,ancestral,"祖先的,与祖先有关的,祖宗传下的",4
9155,intently,"专心地,专注地,热切地,热心地",4
9156,clearance,"清洁，清扫,[建]净空,空隙，间隙,放行证",4
9158,washing,"洗涤,洗涤剂,正在洗或待洗的衣服,洗下的污垢,洗涤用的,清洗用的,wash的现在分词",4
9159,dye,"染料，染色,颜色,染色,给…染色,染上或粘上（颜色）",4
9160,procedural,"程序的,有关程序的",4
9161,revolt,"（使）厌恶,反叛，背叛,厌恶，反感,造反，起义",4
9162,factual,"事实的，真实的,根据事实的,确凿的",4
9163,pamphlet,"小册子,活页文选",4
9164,buckle,"用搭扣扣紧,（使）变形，弯曲,搭扣，扣环",4
9165,discredit,"使不可置信,使被怀疑,败坏…的名声,拒绝相信,丧失名誉，名声,不信，怀疑,败坏名声的人或事,耻辱",4
9167,fern,<植>羊齿植物，蕨类植物,4
9169,salute,"欢迎，致敬,向…致意,赞扬，赞颂,致意，打招呼,行礼,致敬，欢迎,敬礼,举枪，举刀（礼）",4
9170,pajamas,睡衣裤,4
9171,long-range,"（飞机、火箭等）远程的,远大的,长期的,长程",4
9172,bun,"圆形的小面包或点心,（女子的）圆发髻,酒宴，闹饮,〈英方〉尾巴",4
9173,ooh,（表示惊讶、欣喜、痛苦等）嚯，呵,4
9174,judaism,"犹太教,犹太主义,（总称）犹太人",4
9175,inscription,"（作者）题词,献词,碑文,证劵持有人的登记",4
9177,oriental,"东方的,东方人的,东方文化的,优质的,东方人,东亚人",4
9178,clasp,"扣钩，扣环,握紧,拥抱,扣住,紧拥,紧握",4
9179,mitigate,"使缓和，使减轻,使平息,减轻，缓和下来",4
9180,freak,"反常的事,突然的念头,怪异物,[俚]吸毒（成瘾）者；颓废派成员；性变态者,胡闹，开玩笑,行事任性怪诞,[美国俚语]（尤指在服用迷幻药后）变得极度兴奋,[俚语]（像吸过毒似的）行为反常,激怒,[俚语]使采取不合常规的生活方式,[俚语]使处于幻觉剂影响之下",4
9181,stepfather,继父,4
9183,tidal,"潮水的,潮汐的,由于潮水作用的,定时涨落的",4
9184,hardwood,"硬（木）材，硬木树,双子叶植物的木材,双子叶树",4
9185,chronicle,"编年史,年代记,记录,将（某事物）载入编年史",4
9186,swarm,"蜂群，一大群,泛滥，挤满,云集，涌往,成群地移动或出现,成群飞离蜂巢，用于蜜蜂",4
9187,asbestos,"石棉,石棉制的，含石棉的",4
9188,mixer,"搅拌器,混合器,调音师",4
9189,citrus,"[植]柑橘属果树,柠檬，柑橘",4
9190,groundwater,地下水,4
9191,blockbuster,"重磅炸弹，了不起的人或事,大片,风靡一时的事物",4
9192,deterioration,"恶化,变坏,退化,堕落",4
9194,alteration,"变化，改变,变更",4
9195,intended,"有意的,预期的,已订婚者,打算(intend的过去式和过去分词),意指",4
9196,grit,"细沙，沙砾,<口>刚毅，坚韧,勇气,发出轧轧声,轧，研磨,以沙砾覆盖（某物），撒沙砾于,咬紧牙关",4
9197,vantage,优势，有利地位,4
9198,tow,"拖，拉,牵引,拖曳的行为或情况,被拖曳的某物,[印，纺]落纤，短麻屑",4
9199,interruption,"中断,打断,障碍物,打岔的事",4
9200,raisin,葡萄干,4
9201,unrest,"动荡，不安定,骚乱,风潮,乱腾",4
9202,puddle,"水坑,胶土,使泥泞,把…做成胶土,搅炼,搅泥浆",4
9203,obstruction,"障碍物,阻碍的行为或例子,阻碍，受阻,妨碍议事",4
9204,soothe,"安慰,缓和,使平静,减轻痛苦",4
9205,experimentation,"实验，试验,实验法",4
9206,peninsula,"半岛,[史]伊比利亚半岛，（第一次世界大战中指）加利波利半岛,（第一次世界大战中指）加利波利半岛",4
9207,visionary,"空想的，幻想的,预言性的,有远见的,有智慧的,空想家,预言家,有远见的人，有智慧的人",4
9208,duo,"二重唱,二人组",4
9209,blush,"脸红，惭愧,变红,害臊，怕羞,脸红，红色,<古>一见，一瞥",4
9210,calling,"呼喊,（从事某职业或活动的）欲望,职业,邀请,叫( call的现在分词),通电话,认为,估计",4
9211,despise,鄙视，看不起,4
9212,enjoyable,愉快的，快乐的,4
9213,dismay,"使惊愕，使焦虑，使气馁,惊愕，气馁",4
9214,mailbox,"邮筒,信箱",4
9215,by-product,"副产品,副作用,意外结果",4
9216,fend,"谋生,防御，保护,供养,闪避，挡开,照料,力争",4
9217,emulate,"仿真,竞争,努力赶上",4
9218,intruder,"闯入者，侵入者,干扰者，妨碍者,爱管闲事的人,[航]轰炸机",4
9219,untouched,"未触动过的,原样的,未被论及的,无动于衷的",4
9220,lavish,"过分慷慨的,非常浪费的,过分丰富的,大量生产的,过分给予，滥施,浪费，挥霍,慷慨地给与",4
9221,pilgrim,"香客，朝圣者,旅行者,追寻者,〈美〉新来移民，1620年移居美洲的英国清教徒,朝圣，参拜圣地,流浪",4
9222,doubtful,"难以预测的,难以预料的，未定局的,怀疑的，拿不准的,不明不白",4
9223,shutter,"遮光器,百叶窗,快门,使…停止运行，关闭,装上百叶窗或以百叶窗关闭：",4
9224,symbolism,"象征主义，象征手法,符号使用,象征主义,[宗]符号象征",4
9225,refrain,"抑制，克制,（诗歌的）叠句，副歌,经常重复的评价（或抱怨）,忍耐，节制",4
9226,jelly,"果冻,胶状物,肉冻,果酱",4
9227,checklist,"清单,检查表,备忘录,目录册",4
9228,pointed,"尖的，尖锐的,严厉的，直截了当的,突出的,显然的,“point”的过去式和过去分词",4
9229,affected,"感动的,受到影响的,（人或行为）假装的,倾向于…的,影响( affect的过去式和过去分词 ),假装,感动,（疾病）侵袭",4
9230,outgoing,"对人友好的，开朗的,出发的，外出的,即将离职的,乐于助人的",4
9232,clone,"（动植物的）克隆,无性繁殖系,复制人（或动植物）,（不动脑筋）机械行事的人，机器人,克隆，（使某物）无性繁殖,把…培养为纯种细胞,复制",4
9233,ballroom,舞厅，跳舞场,4
9234,logging,"<美>伐木搬运业,记录，存入,航行日志,砍伐树木(log的现在分词)",4
9236,knuckle,"（指人）指关节,（指动物）膝关节，肘,铰结，肘形接,铜指节套,用指关节打、压、碰、擦",4
9237,curtail,"缩短,剥夺（特权，官衔等）,削减",4
9238,bladder,"膀胱,囊状物,水疱,空话连篇的人",4
9239,milestone,"里程碑,划时代事件",4
9240,ceremonial,"仪式的,正式的,讲究仪式的,仪式，礼节",4
9241,hamper,"妨碍，束缚，限制,使困累,（有盖的）大篮子,阻碍物，足械,[航]船具",4
9242,retrospective,"回顾的,怀旧的,[法]有追溯力的,可追溯的,回顾展",4
9243,confidentiality,机密性,4
9244,lineage,血统，世系,4
9245,reappear,"再（出）现,再发生",4
9246,booming,"急速发展的,激增( boom的现在分词 ),猛涨,发出隆隆声,以低沉有力的声音说话",4
9247,amusing,有趣的，好玩的，逗人笑的,4
9248,herbal,"药草的,草本的,草药书,〈古〉草本志,植物标本",4
9249,vegetarian,"素食者,食草动物,素食者的,素菜的",4
9250,banquet,"宴会，盛宴,筵席,宴请，款待,宴请，设宴招待,饮宴，参加宴会,参加宴会",4
9252,frost,"使结冰霜,冻坏,（在蛋糕上）撒糖霜,结霜,受冻,霜冻，结霜,严寒，寒冷,冷淡",4
9254,motto,"座右铭,格言,箴言,主题句",4
9255,china,"瓷器,瓷餐具,杯、盘、碟等的总称,陶器",4
9257,luxurious,"奢侈的,豪华的,放纵的,词藻华丽的",4
9258,on-site,"现场的,[化] 场区内，在工地上，就地",4
9259,ratify,"批准,认可",4
9260,equilibrium,"平衡，均势,平静",4
9261,gravy,"肉汁，肉卤,〈美俚〉非法所得的钱，意外之财",4
9262,said,"[律]上述的,少说为妙,（做）某事有/没有很多优点（或好处）：某事物有/没有多少可说的,说到底,说，讲( say的过去式和过去分词 ),表明,念,说明",4
9264,guaranteed,"担保(guarantee的过去式和过去分词),有保证的,有人担保的",4
9265,seasoning,"调味品，佐料,风干，干燥（处理），老化,“season”的现在分词",4
9266,fragrant,"芳香的，香的,愉快的,喷香,芳菲",4
9267,upheaval,"突变，剧变,[地]隆起,举起，抬起",4
9268,walker,"散步的人,（帮助小孩学走路用的）学步车,助步车,助行架",4
9269,lava,"熔岩,火山岩",4
9271,ballpark,"棒球场,运动场的，大致正确的",4
9272,irresistible,"无法抗拒的,诱惑人的，具有非常的魅力的,不可抗拒,不可阻挡",4
9273,phenomenal,"现象的,显著的,异常的,能知觉的",4
9274,damned,"该死的,该谴责的，可恶的,十足的,被判为永久罪的,非常地,无比地,诅咒(damn的过去式和过去分词),严厉批评,罚…入地狱受罪,使彻底失败",4
9275,sustainability,"[]  [],持续性，能维持性，永续性",4
9276,tuberculosis,"肺结核,[医]结核病,痨,痨病",4
9277,peacefully,"平静地,安宁地",4
9279,fluorescent,"荧光的,发荧光的,（颜色、材料等）强烈反光的,发亮的,<美口>荧光灯,日光灯",4
9280,fireman,"消防队员,[矿]救火员，爆破工,司炉工",4
9281,sparkling,"发火花的，闪亮的,灿烂的，活泼的,闪闪发光的，闪烁的,起泡沫的,闪光，闪耀(sparkle的现在分词)",4
9282,imposing,"印象深刻的,壮观的，威风的,强迫( impose的现在分词)",4
9283,womb,"子宫,发源地，摇篮,容纳",4
9285,inadvertently,"漫不经心地，疏忽地,非故意地",4
9286,bouquet,"花束,酒香",4
9287,murky,"阴暗的，昏暗的,朦胧的，含糊的，暧昧的,（指水）脏的，（雾等）浓的,（陷入）心中无数的困境（或险境）,阴暗地，混浊地，可疑地,阴暗,昏暗,混浊,可疑",4
9288,sighting,"照准，观察，视线,“sight”的现在分词",4
9290,enclave,"飞地（指在本国境内的隶属另一国的一块领土）,被包围的领土",4
9291,bourgeois,"资产阶级的，资本家的,商人根性的，市侩的,无教养的，鄙俗的,贪图享受的,有产者，资产阶级,中产阶级的人,业主，店主,[印]〈古〉九点活字",4
9292,chalk,"粉笔，白垩,用粉笔画的记号,〈英〉（比赛）得分纪录，记入借方的款项,〈美俚〉牛奶,用粉笔写（记下）,用白垩粉擦（桌球杆等）,使苍白,（英）把（酒钱）记于（某人）账上",4
9293,demanding,"要求高的,苛求的,强求的,费力的，吃力的,要求(demand的ing形式),查问",4
9294,psychologically,心理上地，心理学地,4
9296,tutor,"家庭教师,导师,（大专院校的）助教,课本,当家庭教师,任大学导师,任课",4
9297,pigment,"颜料，色料,[生]色素,给…着色,呈现颜色",4
9298,pineapple,"菠萝,凤梨,〈俚〉手榴弹",4
9299,furnace,"熔炉，火炉,极热的地方,严峻的考验或磨难",4
9300,depressing,"令人忧愁的，使人沮丧的,使情绪低落的,令人忧愁地，使人沮丧地,压抑，郁闷,压下( depress的现在分词),使愁苦,降低（价格）,使跌价",4
9301,anthrax,"<医>炭疽（病）,炭疽脓疱",4
9302,leftist,"左派的人,急进派,左撇子,左派的,左撇子的,激进的",4
9303,mediator,"调停者,调解人,传递者,中介物",4
9304,trek,"长途跋涉,拖着腿走,徒步旅行,（牛）拉货车,艰难的旅程,远距离行走",4
9305,gadget,"小玩意,小配件,小装置",4
9306,stunt,"惊险动作，特技,噱头,发育不良的动植物,阻碍…发育（生长）,抑制，妨碍,表演特技,作惊人表演",4
9307,intuitive,"直觉的,凭直觉获知的,直观的",4
9308,caption,"标题，说明文字，字幕,字幕,第三档,给（图片、照片等）加说明文字,在（文件等）上加标题,在…上加字幕",4
9309,fortress,"堡垒，要塞,设置要塞,用要塞防守",4
9310,alcoholism,"酒精中毒,酗酒",4
9311,augment,"增强，加强,增加，增添,（使）扩张，扩大,增加，补充物",4
9312,racer,"专供比赛用的动物，比赛用的车辆,比赛者,（美洲）黑蛇",4
9313,nuance,"细微差别,细微的表情",4
9314,lifting,"举起,起重,上升,提高,举起，抬起( lift的现在分词 ),运送,解除（封锁、包围等）",4
9315,wisely,"聪明地，英明地,明智地",4
9316,devastation,"毁坏,荒废,极度震惊或悲伤",4
9317,safeguard,"保护，保卫,防护措施,安全设施,防护",4
9319,undercut,"（网球等）从下削球,廉价出售,较便宜的工资工作,（网球等）下旋球,牛的)腰部肉，里脊,底切",4
9320,touching,"令人同情的，感人的，动人的,<书>关于，至于,接触(touch的现在分词)",4
9321,shun,"避开，回避,避免",4
9323,binding,"捆绑,（衣服等的）镶边,粘合剂,书籍的封面,捆绑的,粘合的,（书面材料）有约束力的,应履行的,约束( bind的现在分词),装订,（用长布条）缠绕",4
9324,eradicate,"摧毁,完全根除,根除者,褪色灵",4
9325,underwater,"在水中的,水面下的,在水下，在水中",4
9326,malaria,"<医>疟疾,瘴气,瘴疠,痁",4
9327,displacement,"取代，替代,免职，停职,[船] 排水量,[化]置换",4
9328,scam,"骗局,诡计,<美俚>诓骗,故事,欺诈,诓骗",4
9329,interdisciplinary,"各学科间的,跨学科",4
9330,crossroads,"十字路口,转折点，重大的抉择时刻",4
9331,fallout,"放射尘,（核爆炸后的）沉降物,附带后果,余波",4
9332,horrific,"令人恐惧的，可怕的，恐怖的,令人毛骨悚然的",4
9333,larva,（昆虫的）幼虫，幼体,4
9334,raising,"增加,提高,高岗,高地,引起（ raise的现在分词 ）,养育,提起,唤起",4
9336,rapper,"叩击者,敲门者,说唱艺人",4
9337,cartridge,"子弹，弹药筒,笔芯，墨盒,暗盒，胶卷盒,录音带盒，唱头",4
9338,heed,"注意，留心,留心，注意，听从,嘻笑（ te-hee的过去式）",4
9339,allergic,"过敏的,过敏症的,对…极讨厌的",4
9340,lurch,"蹒跚而行，颠簸着行进,摇晃,突然倾斜,挫折",4
9341,insulin,胰岛素,4
9342,midday,"中午,正午,正午的",4
9345,barber,"理发师,理发店(= barber's shop),为…理发剃须,修整,当理发师,给人理发",4
9346,unsafe,"不安全的,危险的,不安稳的",4
9347,last-minute,最后的，归根究底的,4
9348,indonesian,"印度尼西亚人,印度尼西亚人后裔,西澳特罗尼西亚语族,（东印度群岛）前马来人的一员,（有关）印度尼西亚的，（有关）印度尼西亚人（语）的",4
9349,scant,"不足的,缺乏的,将近的,吝啬的,限制,节省,吝惜",4
9350,rocker,"摇杆，摇轴,摇椅，摇木马,摇滚乐歌曲，摇滚歌手,弯底冰鞋",4
9351,liken,"比拟,把…比作",4
9352,gamble,"赌博,投机，冒风险,孤注一掷,打赌,赌博，下赌注,使冒风险,赌博或其他投机,冒险",4
9353,licensed,"得到许可的,许可，颁发执照(license的过去式和过去分词)",4
9354,console,"安慰，慰问,控制台，操纵台,演奏台,悬臂,肘托",4
9355,arabic,"阿拉伯语,阿拉伯（文学）的，阿拉伯语的",4
9357,reaffirm,"重申,再肯定",4
9358,flea,"跳蚤，蚤目的昆虫,生蚤的动物",4
9359,brisk,"快的,轻快的,爽快而清新的,兴隆的,活跃起来,变得轻快,使…活泼,使…轻快",4
9360,heave,"举起,投掷,使起伏,呕吐,喘息,起伏,（山丘等）隆起,拖,气喘,波动,隆起",4
9361,solemn,"庄严的，严肃的,庄重的,隆重的，神圣的,犹豫的，阴沉的",4
9363,jumper,"跳高运动员，跳跃者,无袖套衫，针织套衫,[电]跳线，跨接线,经过训练能跳越障碍的马",4
9364,glaze,"装玻璃,上釉于,上光,（目光）变得呆滞无神,变得光滑,上釉的表面,釉料,光滑面,（浇在糕点上增加光泽的）蛋浆",4
9365,bounty,"（由政府提供的）奖金，赏金,慷慨，大方,赠物，赠金",4
9366,cramped,"狭窄的,难懂的,夹紧(cramp的过去式),用夹钳夹,约束",4
9367,concur,"同意,互助,同时发生,共同作用",4
9368,fatty,"油腻的,配胖的,多脂肪的,胖子",4
9369,avoidance,"逃避,职位空缺,废止,无效",4
9370,open-ended,"没有固定限度的,广泛的，无限度的,可以变更的,随意回答的",4
9371,authoritative,"权威的,有权力的,当局的,命令式的",4
9372,coma,"<医>昏迷,怠惰，麻木,<天>（彗星的）彗发",4
9373,hymn,"赞美诗,圣歌,唱赞歌,赞美",4
9374,finn,芬兰人,4
9375,tolerant,"宽容的,容忍的，忍受的,（植物、动物或机器）能在困难条件下生存（或操作）的,能耐…的",4
9376,irritation,"刺激,激怒，恼怒，生气,兴奋,令人恼火的事",4
9377,ostensibly,表面上地,4
9379,hound,"猎狗，猎犬,卑劣的人,[动]角鲨，星鲨，弓鳍鱼,有…迷[瘾]的人,追猎,不断侵扰，烦扰,激励,嗾使，煽动",4
9380,blindness,"失明,盲目,无知,轻率",4
9381,livelihood,"生活，生计,谋生之道,营生",4
9382,chemist,"化学家,药剂师,药商,药房",4
9384,dread,"害怕，担心,（古语）敬畏,恐惧，畏惧,令人恐惧的事物,可怕的,十分害怕",4
9385,camper,"露营者，野营者,（装有露营设备的）露营车,房车",4
9386,disregard,"不顾,不理会,漠视，忽视,蔑视，轻视,不理，不顾,不尊重",4
9387,rainfall,"阵雨，降雨,降雨量",4
9388,paddle,"[航海] 宽叶短桨,桨状物,搅拌金矿的铁器，类似铁铲的工具,洗衣板，扁板,涉水,趟水,用桨划船,荡桨,用浆划动，用船桨推动（船只）,搬运，运输,拍打,搅拌",4
9389,cranberry,"[植]蔓越橘,酸果蔓的果实",4
9390,crib,"（有栏杆的）小儿床,饲料槽,牛栏,剽窃，偷窃,束缚，限制,为…设置木栏,剽窃,抄袭,欺骗",4
9392,gala,"节日,庆祝,节日的,欢乐的",4
